Director,Actor1,Actor2,Actor3,Rating,DirectorLikes,Actor1Likes,Actor2Likes,Actor3Likes
Jaime Zevallos,Angela Sarafyan,Jaime Zevallos,Michael Elian,7.6,228,310,228,134
Gerard Johnstone,Morgana O'Reilly,Bruce Hopkins,Cameron Rhodes,6.8,3,61,46,28
Dave Rodriguez,Chazz Palminteri,Michael Rapaport,Paul Sorvino,6.3,11,979,975,636
Nae Caranfil,Monica Barladeanu,Joe Armstrong,Martin Hancock,7.1,34,129,98,71
David Winning,Ashanti,Amber Marshall,John DeSantis,2.8,65,341,265,146
Frank Lotito,Brighton Sharbino,Jake Busey,Tim Guinee,8.2,5,3000,660,259
Timothy Woodward Jr.,Katrina Law,Johnny Messner,Michael Paré,3.1,764,835,522,492
Tara Subkoff,Timothy Hutton,Balthazar Getty,Lydia Hearst,3.3,37,501,418,56
Russell Friedenberg,Rudy Youngblood,Glen Powell,Kiowa Gordon,3.6,9,708,571,485
Lucrecia Martel,Mía Maestro,Mercedes Morán,María Alche,6.7,33,341,5,3
Edward Dmytryk,Brigitte Bardot,Woody Strode,Honor Blackman,5.5,74,984,423,387
Zak Penn,Zak Penn,Gabriel Beristain,John Bailey,6.6,87,87,70,37
Alex Ranarivelo,Lea Thompson,Christina Moore,Cullen Douglas,4.8,20,1000,301,256
Jon Knautz,Camren Bicondova,Adam DiMarco,Chasty Ballesteros,5.5,10,756,382,295
Mathieu Amalric,Mathieu Amalric,Léa Drucker,Laurent Poitrenaux,6.3,412,412,4,3
David Worth,Jessica Szohr,Jonathan Mangum,Angela Jones,6.9,58,847,147,69
Leslie H. Martinson,Burgess Meredith,Cesar Romero,Burt Ward,6.5,7,1000,370,356
Thomas Vinterberg,Ulrich Thomsen,Paprika Steen,Trine Dyrholm,8.1,346,280,278,141
Steve Buscemi,Steve Buscemi,Debi Mazar,Carol Kane,7.2,12000,12000,680,636
Ham Tran,Long Nguyen,Kieu Chinh,Cat Ly,7.4,5,51,24,5
Rich Cowan,Eric Dane,Karen Allen,Peter Coyote,6.5,7,2000,783,548
Boris Rodriguez,Stephen McHattie,Thure Lindhardt,Georgina Reilly,5.7,5,413,197,98
Paul Donovan,Maury Chaykin,Lenore Zann,Tim Choate,4.3,4,232,23,13
Jonathan Kesselman,Judy Greer,Adam Goldberg,Tony Cox,6.2,4,2000,1000,624
Craig Moss,Noureen DeWulf,Bryan Callen,Matt Crabtree,2.7,19,700,460,134
Alfred Hitchcock,Laurence Olivier,Joan Fontaine,George Sanders,8.2,13000,1000,991,333
Steve Miner,Betsy Palmer,Adrienne King,Amy Steel,6.1,49,309,121,59
Douglas Cheek,Daniel Stern,John Heard,Sam McMurray,5.5,4,796,697,132
Youssef Delara,Noel Gugliemi,Jenni Rivera,Jorge Diaz,5.7,8,2000,245,183
Deryck Broom,Vic Mignogna,Omar Benson Miller,Anupam Kher,3.7,11,578,418,397
Henry Hathaway,Joseph Cotten,Jean Peters,Will Wright,7.1,83,469,79,48
John Ford,Roddy McDowall,Walter Pidgeon,Barry Fitzgerald,7.8,673,595,176,137
Jay Chandrasekhar,Geoffrey Arend,Daniel von Bargen,Jay Chandrasekhar,7.1,422,816,577,422
Giovanni Zelko,Zuhair Haddad,Harry Lennix,Ben Youcef,7.6,4,18000,748,434
Mira Nair,Naseeruddin Shah,Randeep Hooda,Lillete Dubey,7.4,300,307,209,73
Kenneth Lonergan,Matthew Broderick,Rory Culkin,Gaby Hoffmann,7.7,50,2000,710,612
Alfred Hitchcock,Jerry Mathers,John Forsythe,Royal Dano,7.2,13000,282,255,232
Jamie Babbit,Natasha Lyonne,Clea DuVall,Eddie Cibrian,6.6,91,1000,1000,849
David Boyd,Vivica A. Fox,Drew Waters,Scott Elrod,6.0,29,890,848,449
Quentin Tarantino,Quentin Tarantino,Steve Buscemi,Chris Penn,8.4,16000,16000,12000,455
Walter Lang,Spring Byington,Nigel Bruce,Gale Sondergaard,6.5,9,94,62,51
Anna Muylaert,Alex Huszar,Regina Casé,Luis Miranda,7.9,9,61,9,4
Steve Taylor,Jason Marsden,Marshall Allman,Eric Lange,6.0,14,1000,330,274
David Caffrey,Marley Shelton,Scott Adsit,Jim Cody Williams,6.1,4,690,316,95
Michael Curtiz,Errol Flynn,David Niven,Spring Byington,7.1,345,843,490,94
Rob Bowman,Alanna Ubach,Jacob Vargas,Brittney Powell,6.2,38,584,399,117
Ossie Davis,Redd Foxx,Cleavon Little,Calvin Lockhart,6.6,282,586,434,148
Jay Alaimo,William McNamara,Sabrina Carmichael,Patrick Muldoon,4.6,2,10000,500,475
Rob McKittrick,Ryan Reynolds,Dane Cook,Vanessa Lengies,6.8,6,16000,1000,804
Shane Meadows,Paddy Considine,Gary Stretch,George Newton,7.7,222,680,404,68
Jeff Burr,Terry Kiser,Clu Gulager,Susan Tyrrell,5.9,155,448,426,147
Guy Maddin,Sarah Murphy-Dyson,CindyMarie Small,Brent Neale,7.0,126,14,4,3
Regardt van den Bergh,Sean Cameron Michael,Frank Rautenbach,Jeanne Neilson,6.9,12,412,48,25
Panos Cosmatos,Chris Gauthier,Marilyn Norry,Eva Bourne,6.1,22,434,95,48
Gareth Evans,Iko Uwais,Yayan Ruhian,Donny Alamsyah,7.6,338,1000,342,60
Matthew R. Anderson,Johnny Pacar,Vernon Wells,Matthew R. Anderson,3.0,252,1000,745,252
Michael Curtiz,Humphrey Bogart,Claude Rains,Conrad Veidt,8.6,345,2000,607,269
Shimit Amin,Ranbir Kapoor,Shazahn Padamsee,Gauhar Khan,7.5,6,964,22,20
Douglas Trumbull,Bruce Dern,Ron Rifkin,Jesse Vint,6.7,136,844,184,42
John G. Avildsen,Sylvester Stallone,Burgess Meredith,Carl Weathers,8.1,80,13000,1000,794
Mona Fastvold,Christopher Abbott,Brady Corbet,Gitte Witt,4.9,2,321,287,9
Tony Richardson,Albert Finney,Susannah York,Hugh Griffith,6.8,62,883,269,69
Levan Gabriadze,Shelley Hennig,Renee Olstead,Heather Sossaman,5.7,6,707,305,142
Martin Scorsese,Robert De Niro,Albert Brooks,Peter Boyle,8.3,17000,22000,745,595
Joe Dante,Patrick Macnee,Robert Picardo,Dee Wallace,6.6,287,1000,823,725
Terence Young,Ursula Andress,Jack Lord,Lois Maxwell,7.3,92,650,275,177
Bradley Parker,Jesse McCartney,Ingrid Bolsø Berdal,Jonathan Sadowski,5.0,18,1000,466,300
Clive Barker,Andrew Robinson,Ashley Laurence,Clare Higgins,7.0,385,266,209,100
Harold Cronk,Benjamin A. Onyango,Robin Givens,Maria Canals-Barrera,3.4,18,634,420,295
Jeff Wadlow,Julian Morris,Gary Cole,Lindy Booth,5.9,65,1000,989,683
Takao Okawara,Hiroshi Abe,Naomi Nishida,Sakae Kimura,6.0,2,43,3,3
Derek Cianfrance,Ryan Gosling,Mike Vogel,John Doman,7.4,310,33000,2000,616
Duncan Tucker,Kevin Zegers,Felicity Huffman,Paul Borghese,7.4,2,2000,508,226
William Brent Bell,Fernanda Andrade,Claudiu Trandafir,Brian Johnson,4.2,19,403,169,128
Russ Meyer,Charles Napier,Cynthia Myers,Harrison Page,6.2,199,503,46,44
Allan Dwan,James Brown,Richard Jaeckel,Forrest Tucker,7.2,23,183,102,88
Martin Scorsese,Mick Jagger,Keith Richards,Albert Maysles,7.2,17000,543,426,184
Ben Lewin,W. Earl Brown,Adam Arkin,Rhea Perlman,7.2,20,422,374,365
Robert Kenner,Michael Pollan,Eric Schlosser,Barbara Kowalcyk,7.9,11,37,3,2
Andrew Erwin,Rachel Hendrix,Robert Amaya,Jason Burkey,6.8,10,544,264,245
Brad Anderson,Philip Seymour Hoffman,Callie Thorne,Holland Taylor,6.7,122,22000,472,458
Craig Johnson,Ty Burrell,Boyd Holbrook,Kathleen Rose Perkins,6.8,7,3000,439,180
Sean Durkin,Christopher Abbott,Julia Garner,Brady Corbet,6.9,46,321,300,287
Gillian Robespierre,Gaby Hoffmann,Jenny Slate,Jake Lacy,6.8,9,612,457,313
Courtney Hunt,Charlie McDermott,Michael O'Keefe,Misty Upham,7.2,33,496,238,229
Morgan Neville,Sheryl Crow,Lou Adler,Merry Clayton,7.4,9,130,19,13
James Toback,Robert Downey Jr.,Natasha Gregson Wagner,Angel David,5.6,56,21000,104,13
Nicole Holofcener,Kevin Corrigan,Anne Heche,Vincent Pastore,6.8,132,778,695,584
Chris Paine,Ed Begley Jr.,Phyllis Diller,Colette Divine,7.7,2,783,659,5
Greg Berlanti,Justin Theroux,Nia Long,Mary McCormack,7.0,112,1000,826,428
Don Coscarelli,Daniel Roebuck,Ossie Davis,Ella Joyce,7.2,152,1000,282,124
Marc Levin,Sonja Sohn,Saul Williams,Bonz Malone,7.2,12,245,38,6
Richard Dutcher,Wilford Brimley,Frank Gerrish,Rick Macy,7.2,13,957,81,25
Khalid Mohamed,Karisma Kapoor,Manoj Bajpayee,Jaya Bhaduri,6.2,10,353,186,97
Trey Parker,Trey Parker,Dian Bachar,Matt Stone,6.2,406,406,203,194
David Gordon Green,Zooey Deschanel,Paul Schneider,Shea Whigham,6.9,234,11000,552,463
Finn Taylor,David Arquette,Cathy Moriarty,Kathryn Erbe,7.0,4,611,394,301
Karen Moncrieff,Frances Fisher,Agnes Bruckner,A.J. Buckley,6.7,22,638,400,275
Gia Coppola,James Franco,Nat Wolff,Olivia Crocicchia,6.3,71,11000,733,145
Scandar Copti,Shahir Kabaha,Scandar Copti,Ranin Karim,7.4,13,20,13,7
Goran Dukic,Leslie Bibb,Patrick Fugit,Chase Ellison,7.4,21,1000,835,772
Mike Cahill,Steven Yeun,Cara Seymour,Venida Evans,7.3,135,7000,71,11
Efram Potelle,Shiri Appleby,Elden Henson,Kathleen Quinlan,6.1,2,855,577,551
Alex Gibney,Alex Gibney,George W. Bush,Greg D'Agostino,7.7,141,141,125,23
Paul Crowder,Pelé,Marv Albert,Ahmet Ertegun,7.3,10,102,7,5
Griffin Dunne,Mira Sorvino,Fisher Stevens,Melissa Gilbert,5.7,165,978,922,679
Anthony Powell,Josh Swanson,Tom Hamann,Anthony Powell,7.6,9,53,24,9
Johnny Remo,Matthew Ziff,Randy Wayne,Raquel Elizabeth Ames,5.6,74,260000,984,891
Vivek Agnihotri,Emraan Hashmi,Anil Kapoor,Sunil Shetty,4.8,5,724,668,219
Ti West,Lena Dunham,Greta Gerwig,Dee Wallace,6.4,243,969,962,725
Nick Tomnay,David Hyde Pierce,Clayne Crawford,Nathaniel Parker,6.8,11,443,298,271
John Hamburg,Harvey Fierstein,Michael Lerner,Josh Pais,6.1,29,499,230,117
Nickolas Perry,Patrick Renna,Patsy Kensit,Adrienne Frantz,5.2,5,590,231,73
Dan Zukovic,Yul Vazquez,Louis Mustillo,James Lorinz,6.9,8,96,71,14
Craig Mazin,Judy Greer,James Gunn,Jamie Kennedy,6.0,82,2000,571,490
Becky Smith,Will Rothhaar,Emily Baldoni,Hallee Hirsh,6.3,32,386,261,256
Benjamin Dickinson,Nora Zehetner,Alexia Rasmussen,Meredith Hagner,5.5,4,446,171,150
Darren Stein,Frances Bay,Jamie Kennedy,Veronica Cartwright,5.6,18,491,490,422
Brian Trenchard-Smith,David Keith,Mariel Hemingway,Jesse Hutch,4.1,53,563,288,176
Frank Whaley,Lynn Cohen,Frank Whaley,Heather Bucha,5.4,436,474,436,4
Amat Escalante,Kenny Johnston,Andrea Vergara,Gabriel Reyes,6.8,50,327,9,8
Wajahat Rauf,Rasheed Naz,Ayesha Omar,Javed Sheikh,7.0,3,7,5,4
Katherine Brooks,Ilene Graff,Kevin McCarthy,Laura Breckenridge,6.7,57,442,403,228
Robert Bennett,Randy Wayne,Lauren C. Mayhew,Alicia Ziegler,2.8,15,984,157,106
Guy Hamilton,Oliver Reed,Eddie Albert,Louise Sorel,7.3,82,694,196,47
Mary Pat Kelly,Aidan Quinn,Ossie Davis,Janet Hubert,5.8,3,767,282,149
Lori Petty,Jennifer Lawrence,Chloë Grace Moretz,Bokeem Woodbine,6.5,923,34000,17000,904
Kevin Hamedani,Russell Hodgkinson,Janette Armand,Kevin Hamedani,5.1,23,199,37,23
David DeCoteau,Maureen McCormick,Shanley Caswell,Tim Abell,2.2,142,458,383,317
Michael Taliferro,Wesley Jonathan,Sticky Fingaz,Chrystee Pharris,3.4,105,592,207,110
David DeCoteau,William McNamara,Tom Berenger,Randy Jay Burrell,3.8,142,10000,854,402
Katie Aselton,Katie Aselton,Anslem Richardson,Jay Paulson,4.7,224,224,59,37
Robert Hall,Angelina Armani,Kevin Gage,Fiona Dourif,5.2,53,677,366,253
K. King,Jason K. Wixom,Shona Kay,Jarrod Phillips,3.5,3,214,211,115
Ralph Nelson,Cliff Robertson,Dick Van Patten,Claire Bloom,7.1,17,754,605,113
Allison Burnett,Kimberly Williams-Paisley,Gia Mantegna,Cathryn de Prume,6.0,12,529,413,354
Richard Schenkman,Vanessa Williams,Mike Colter,Eartha Kitt,4.8,29,1000,569,558
Elia Kazan,Marlon Brando,Karl Malden,Rod Steiger,8.2,603,10000,416,279
Kat Coiro,Justin Kirk,Geoff Stults,Kristen Johnston,5.7,28,945,756,501
Cristian Mungiu,Anamaria Marinca,Vlad Ivanov,Alexandru Potocean,7.9,163,131,60,27
Brian Dorton,Javier Botet,Brian Dorton,Jan Cornet,7.3,171,1000,171,76
Jamie Babbit,Katy Mixon,David Gallagher,Edie Falco,6.4,91,982,796,659
Maryam Keshavarz,Sarah Kazemy,Reza Sixo Safai,Sina Amedson,5.9,32,144,127,127
Ramaa Mosley,Jack McBrayer,Michael Angarano,Alia Shawkat,6.4,6,975,947,727
James Algar,Sam Edwards,Donnie Dunagan,Ann Gillis,7.4,11,16,12,8
C. Jay Cox,Joseph Gordon-Levitt,Rob McElhenney,Jacqueline Bisset,7.2,6,23000,813,522
Tommy Oliver,Bokeem Woodbine,Ruby Dee,Quinton Aaron,7.1,66,904,782,734
Jamie Travis,James Wolk,Ari Graynor,Nia Vardalos,6.0,15,938,904,567
Lee Toland Krieger,Ari Graynor,Janel Parrish,Rob Huebel,6.7,43,904,517,172
Rich Christiano,Gavin MacLeod,D. David Morin,Hal Linden,5.6,14,284,234,221
Paul Andrew Williams,Lorraine Stanley,Johnny Harris,Georgia Groome,7.0,46,418,146,141
Nick Love,Eddie Griffin,Christopher Berry,Michelle Tabora,4.9,63,489,207,175
Natalie Bible',Tommy O'Reilly,Samaire Armstrong,Matt Cohen,3.2,8,1000,806,487
Justin Molotnikov,Jo Hartley,Stephen McCole,Joe Cassidy,6.9,5,49,11,10
Todd Solondz,Heather Matarazzo,Ken Leung,Christina Vidal,7.5,377,529,502,236
Victor Nunez,Allison Dean,Todd Field,Dorothy Lyman,7.2,9,159,143,86
Peter Sollett,Victor Rasuk,Melonie Diaz,Judy Marte,7.2,6,302,270,68
Georg Wilhelm Pabst,Louise Brooks,Francis Lederer,Fritz Kortner,8.0,21,426,20,3
Rod Lurie,Kevin Pollak,Kathryn Morris,Timothy Hutton,6.5,37,574,573,501
Michael Burke,Zachary Knighton,Tom Guiry,Ryan Donowho,7.2,3,262,262,181
Shane Dawson,Shane Dawson,Kurt Angle,Cherami Leigh,5.1,247,247,217,152
Tommy Wirkola,Bjørn Sundquist,Stig Frode Henriksen,Ane Dahl Torp,6.4,75,35,16,13
Ryan Little,Corbin Allred,Larry Bagby,Kirby Heyborne,6.8,38,214,115,69
Matt Maiellaro,Tina Fey,Fred Armisen,Chris Kattan,6.9,8,2000,424,357
Colin Trevorrow,Mary Lynn Rajskub,Mark Duplass,Jeff Garlin,7.0,365,934,830,522
Leslie Small,Isaac C. Singleton Jr.,Larry King,Jeanette Branch,7.5,15,312,135,95
Ben Wheatley,MyAnna Buring,Ben Crompton,Neil Maskell,6.3,214,513,257,246
Ti West,Lena Dunham,Jake Ryan,Pat Healy,5.5,243,969,128,74
Bernardo Bertolucci,Jean-Louis Trintignant,Stefania Sandrelli,Dominique Sanda,8.1,973,319,90,48
Neil Burger,Raymond J. Barry,Christel Khalil,Renee Faia,6.6,168,108,72,21
Oliver Blackburn,Julian Morris,Nichola Burley,Tom Burke,5.2,4,1000,233,201
Jonathan Levine,Luke Grimes,Michael Welch,Whitney Able,5.6,129,935,611,280
Christopher Hutson,Dichen Lachman,Jennifer Lee Wiggins,Michele Morrow,3.1,3,717,134,118
Fred Zinnemann,Gary Cooper,Lloyd Bridges,Lon Chaney Jr.,8.1,160,998,575,433
Steve James,William Gates,Arthur Agee,Isiah Thomas,8.3,23,7,6,2
David LaChapelle,Kevin Scott Richardson,Christopher Toler,Tommy the Clown,7.1,30,262,23,14
Joseph Kosinski,Peter Dinklage,Lauren Cohan,Erick Avari,8.1,364,22000,4000,567
Michael Cuesta,Adam LeFevre,Bruce Altman,Walter Masterson,7.2,52,80,67,36
Ryan Fleck,Ryan Gosling,Tristan Mack Wilds,Jeff Lima,7.2,31,33000,519,71
Christopher Scott Cherot,Hill Harper,Robinne Lee,Chenoa Maxwell,6.5,21,465,170,48
Randy Moore,Trey Loney,Lee Armstrong,Amy Lucas,5.2,13,977,511,432
Chris Atkins,Richard Curtis,Harvey Weinstein,Elton John,7.4,2,628,474,442
Ryan Smith,Sandra Ellis Lafferty,Madison Lintz,Karolina Wydra,5.4,4,523,385,258
Travis Romero,Matthew Ziff,Lorraine Ziff,Michael Biehn,3.9,4,260000,21000,2000
Anna Mastro,Leven Rambin,Justin Kirk,Virginia Madsen,5.3,7,956,945,912
Mark Sandrich,Ginger Rogers,Edward Everett Horton,Eric Blore,7.8,10,610,172,23
Daniel Myrick,Heather Donahue,Joshua Leonard,Michael C. Williams,6.4,19,170,170,39
Michael Wadleigh,Joe Cocker,Jimi Hendrix,Joan Baez,8.1,14,262,227,136
John Landis,David Zucker,Barry Dennen,Tara Strohmeier,6.5,644,119,29,11
Jon Gunn,Stacy Keach,David A.R. White,Cynthia Watros,5.6,16,602,266,254
Scott Ziehl,William Smith,Jason London,Brent David Fraser,6.6,4,919,711,218
Richard Montoya,Nicholas Gonzalez,Angela Nordeng,Exie Booker,6.3,12,601,371,359
Thomas Lilti,François Cluzet,Félix Moati,Marianne Denicourt,7.2,12,541,8,2
Michael Walker,Paula Garcés,Annabella Sciorra,John Brodsky,4.5,5,587,448,233
Richard Lester,Paul McCartney,Ringo Starr,George Harrison,7.7,44,785,725,704
Amy Holden Jones,Jamie Lee Curtis,Sally Kirkland,Amy Madigan,6.1,11,2000,433,221
Alex Kendrick,Kirk Cameron,Ken Bevel,Erin Bethea,6.5,589,848,153,150
Joe Camp,Frances Bavier,Peter Breck,Edgar Buchanan,6.1,24,407,189,142
Chris Kentis,Blanchard Ryan,Saul Stein,Daniel Travis,5.7,9,48,10,7
Matt Walsh,Joe Lo Truglio,Matt Jones,Abby Elliott,5.4,490,833,523,201
John 'Bud' Cardos,Woody Strode,Hoke Howell,Tiffany Bolling,5.9,8,423,23,22
Tom McCarthy,Peter Dinklage,Joe Lo Truglio,Paula Garcés,7.7,310,22000,833,587
Brian Baugh,Randy Wayne,Sean Michael Afable,D. David Morin,7.1,3,984,801,234
Patrick Creadon,Ken Burns,Bill Clinton,Bob Dole,7.4,3,196,184,2
Barry W. Blaustein,Terry Funk,Vince McMahon,Mick Foley,7.6,6,54,44,43
Greg Harrison,Rachel True,Ari Gold,Denny Kirkwood,6.5,7,328,27,17
Michael Polish,Sasha Alexander,William Katt,Jon Gries,7.3,35,980,505,482
Jacob Aaron Estes,Rory Culkin,Scott Mechlowicz,Trevor Morgan,7.3,9,710,634,595
Morgan J. Freeman,Edie Falco,Heather Matarazzo,Lynn Cohen,6.5,204,659,529,474
Eric Schaeffer,Peter Dinklage,Bill Duke,Michael McKean,6.0,71,22000,1000,658
Neema Barnette,Monica Calhoun,LisaRaye McCoy,Clifton Powell,5.3,21,597,485,469
Steve Buscemi,Kevin Corrigan,Seymour Cassel,Mary Kay Place,6.6,12000,778,327,213
Joe Swanberg,Olivia Wilde,Anna Kendrick,Ti West,6.1,217,10000,10000,243
Marius A. Markevicius,Tommy Sheppard,Greg Speirs,Mickey Hart,8.4,6,14,9,8
Tom DiCillo,Brad Pitt,Tina Louise,Nick Cave,5.8,32,11000,422,329
Justin Lin,Monique Gabriela Curnen,Jake Sandvig,Joe McQueen,6.2,681,239,172,143
Quentin Dupieux,Haley Ramm,Jack Plotnick,Cecelia Antoinette,5.8,248,353,248,196
C. Jay Cox,Tori Spelling,Amber Benson,Garrett M. Brown,5.7,6,396,326,325
Alex Smith,Ryan Gosling,Clea DuVall,Eddie Spears,6.1,12,33000,1000,699
Gareth Edwards,Scoot McNairy,Whitney Able,Ricky Catter,6.4,380,660,280,113
Alex Craig Mann,Justin Chon,Christa B. Allen,Max Adler,4.6,38,552,533,445
Stephen Kijak,Brian Eno,Jacques Brel,Damon Albarn,7.3,3,30,27,25
Marc Forster,Radha Mitchell,Alan Ruck,Megan Mullally,6.6,395,991,946,637
Andrew Niccol,Bruce Greenwood,Zoë Kravitz,Stafford Douglas,6.4,487,991,943,118
William Gazecki,Carol Channing,Bruce Vilanch,Tony Bennett,7.2,3,387,244,205
Ol Parker,Jeremy Irvine,Olivia Williams,Paddy Considine,7.2,21,25000,766,680
Michael Hoffman Jr.,Vincent Chimato,John McGlothlin,Al Sapienza,3.5,32,685,492,238
Georgia Hilton,Mike Beckingham,Tim Abell,Tom Stedham,2.2,406,358,317,152
Darren Lynn Bousman,Paul Sorvino,Barry Bostwick,Terrance Zdunich,7.4,163,636,456,303
Joel Paul Reisig,Carrie Bradstreet,Joel Paul Reisig,Yassie Hawkes,5.7,431,466,431,317
Michael Herz,Patrick Kilpatrick,Mark Torgl,Pat Ryan,6.2,6,488,11,10
Matty Rich,Lawrence Gilliard Jr.,George T. Odom,Matty Rich,5.9,10,353,12,10
Paul Greengrass,James Nesbitt,Nicholas Farrell,Tim Pigott-Smith,7.7,521,773,89,80
Alec Asten,Luis Sanchez,Dennis L.A. White,Fredro Starr,4.3,5,472,251,237
Hans Canosa,Olivia Wilde,Thomas Lennon,Nora Zehetner,7.1,3,10000,651,446
Lloyd Kaufman,John Karyus,Lloyd Kaufman,Kate Graham,6.2,365,907,365,49
Lloyd Bacon,Ginger Rogers,Dick Powell,George Brent,7.7,24,610,105,45
Whit Stillman,Chris Eigeman,Taylor Nichols,Ellia Thompson,7.5,89,88,74,3
Kay Pollak,Michael Nyqvist,Frida Hallgren,Nils-Anders Vallgårda,7.6,10,690,24,19
Eric England,Jack E. Curenton,Ace Marrero,Alan Pietruszewski,4.1,15,847,94,93
Jared Hess,Jon Heder,Diedrich Bader,Jon Gries,6.9,100,970,759,482
Jeremy Saulnier,Devin Ratray,Eve Plumb,Amy Hargreaves,7.1,57,1000,235,92
Oren Peli,Micah Sloat,Ashley Palmer,Amber Armstrong,6.3,110,189,109,21
Stacy Peralta,Tony Alva,Jay Adams,Jeff Ament,7.7,147,22,20,5
Richard Glatzer,Emily Rios,Jesse Garcia,Alicia Sixtos,7.1,25,231,200,138
Sue Corcoran,Tony Doupe,Sue Corcoran,David Frederick White,4.7,14,361,14,6
Ray Griggs,Bill Farmer,Chris Cox,Mike Huckabee,5.1,4,93,31,12
Lucio Fulci,Catriona MacColl,David Warbeck,Al Cliver,6.9,385,48,22,22
Tom Vaughan,Treat Williams,Andrew Daly,Michelle Krusiec,6.1,12,642,171,149
Paul Fox,Dov Tiefenbach,Jeff Seymour,Gordon Currie,6.1,3,108,64,39
Stephen Frears,Saeed Jaffrey,Roshan Seth,Garry Cooper,6.9,350,114,61,33
D.W. Griffith,Lillian Gish,Mae Marsh,Walter Long,8.0,204,436,22,9
Roger Nygard,Walter Koenig,DeForest Kelley,James Doohan,7.0,3,643,606,513
Harry Beaumont,Anita Page,Bessie Love,Charles King,6.3,4,77,28,4
Franck Khalfoun,America Olivo,Nora Arnezeder,Liane Balaban,6.1,33,470,378,118
Sam Firstenberg,Michael Dudikoff,Steve James,Larry Poindexter,4.7,44,615,96,93
Paul Fierlinger,Isabella Rossellini,Peter Gerety,Lynn Redgrave,6.9,3,812,277,258
Frank Capra,Claudette Colbert,Alan Hale,Walter Connolly,8.2,964,380,114,21
Yorgos Lanthimos,Angeliki Papoulia,Mary Tsoni,Sissy Petropoulou,7.3,252,47,37,14
Lauren Lazin,James Cagney,Gary Coleman,Todd Bridges,8.0,2,786,633,321
Gavin O'Connor,Kimberly J. Brown,Janet McTeer,Lois Smith,6.7,149,409,277,276
Gregory Widen,Viggo Mortensen,Adam Goldberg,Virginia Madsen,6.6,10,10000,1000,912
Cédric Klapisch,Simon Abkarian,Zinedine Soualem,Jane Bradbury,6.9,82,75,9,8
Peter Hedges,Oliver Platt,Adrian Martinez,Derek Luke,7.1,54,1000,806,543
Niall Johnson,Kevin Howarth,Mark Caven,Thierry Harcourt,5.6,7,19,16,2
Kelly Reichardt,Daniel London,Lucy,Will Oldham,6.7,129,52,44,26
Kelly Reichardt,John Robinson,Lucy,Will Oldham,7.1,129,375,44,26
Eric Mendelsohn,Embeth Davidtz,Edie Falco,Kathryn Erbe,5.2,5,795,659,301
Jesse Peretz,Robert John Burke,Eli Marienthal,Natasha Gregson Wagner,5.5,37,318,157,104
Eddie O'Flaherty,Don Wallace,Eddie Jones,Christina Chambers,6.6,3,54,53,25
John D. Hancock,Trish Basinger,Elizabeth Stenholt,Mary Norwood,6.6,44,644,503,221
Paul Bartel,Sylvester Stallone,David Carradine,Martin Kove,6.2,43,13000,926,668
Jerome Elston Scott,Taran Killam,Joanna Cassidy,Ryan Carnes,7.2,3,500,317,248
Herb Freed,Linnea Quigley,Carmen Argenziano,Vanna White,4.5,5,431,338,180
Jack Perez,Kevin Corrigan,Barry Bostwick,Ahmed Best,6.4,19,778,456,313
Craig Zobel,Dreama Walker,Matt Servitto,James McCaffrey,6.4,25,601,260,235
Nicole Holofcener,Aunjanue Ellis,Brenda Blethyn,Raven Goodwin,6.9,132,400,286,225
Ken Del Conte,Hector Echavarria,Robert Miano,Ron Roggé,4.3,2,466,216,99
Justin Lin,Parry Shen,Jason Tobin,Collin Kahey,7.2,681,94,26,13
Maria Maggenti,Nicole Ari Parker,Laurel Holloman,Stephanie Berry,6.5,4,360,273,10
Miguel Arteta,Lupe Ontiveros,Mike White,Chris Weitz,6.6,44,625,487,129
Vincenzo Natali,David Hewlett,Julian Richings,Nicole de Boer,7.3,165,686,648,319
Greg Harrison,Amir Talai,Anne Archer,Nora Dunn,5.5,7,308,249,142
Drake Doremus,Jennifer Lawrence,Charlie Bewley,Finola Hughes,6.7,52,34000,487,224
Allison Anders,Ally Sheedy,Rosanna Arquette,John Doe,6.1,99,793,605,181
Michael Kang,Samantha Futerman,Clint Jordan,Jackie Nova,6.8,269,100,8,7
Paul Schrader,Nolan Gerard Funk,Gus Van Sant,James Deen,3.9,261,924,835,461
Lori Silverbush,Judy Marte,Flaco Navaja,Dominic Colón,6.9,5,68,64,41
Jeff Nichols,Michael Abbott Jr.,Natalie Canerday,Travis Smith,7.3,337,35,32,22
Stuart Hazeldine,Colin Salmon,Luke Mably,Pollyanna McIntosh,6.9,17,766,438,289
Rachel Goldenberg,Dustin Fitzsimons,Mark Hengst,Debra Lynn Hull,2.5,7,349,168,73
Corbin Bernsen,Corbin Bernsen,Lorne Cardinal,Kirsten Collins,5.7,1000,1000,53,3
Jamin Winans,Eme Ikwuakor,Marty Lindsey,Jessica Duffy,7.0,63,135,115,76
Tom Seidman,Florence Henderson,Derek Brandon,Charles Irving Beale,6.2,3,337,168,104
Jason Naumann,Victoria Jackson,Kate Flannery,Tim Bagley,6.9,2,338,219,152
Matt Cimber,Stacy Keach,June Lockhart,Stuart Whitman,4.5,32,602,427,180
Andrew Hyatt,Noah Segan,Brit Morgan,Sedona James,4.4,7,236,206,89
